beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,review_profileName,review_taste,review_text,review_time
4.8,84293,6610,Gutmann Oceanik Dark Ale,Amber Ale,3/5,4/10,8/20,3/5,almosi,3/10,"UPDATED: MAR 14, 2007 (in bottle, gift of a friend).	Aroma to many malt, with lights of hay and toasting. has a dark, brown very dark color, very cloudy, turbid. Sweet flavor, candy that jumps very rapidly to the bitterness, probably slightly salty. The body is average, with an oily texture. Has a just gas.",1173484800
5.5,18918,1197,Northwoods Bumbln Bubbas Buzzn Brew,Golden Ale/Blond Ale,2/5,6/10,11/20,2/5,JoeM500,5/10,"Festival tap.  Golden color, honey and candy sugar nose.  One dimensional honey beer.  No complexity or other flavors. Thin.",1094515200
9,80895,8552,Double Mountain Devils Kriek &#40;2008-2009&#41;,Sour Ale/Wild Ale,4/5,8/10,11/20,4/5,bvc,6/10,"Draft at Naked City.  Pours a clear watered down looking cherry koolaid with a thin pinkish white head.  Up front, it is a wet blanket, slightly tart pie cherry going on with some medicinal wet corkiness.  Really, a pretty enjoyable an inviting nose.  The palate though falls a little short of the nose.  Thin, not very much cherry or tartness and I think the pilsner malt is really what is not working for me.  It just adds a grainy wheatiness that seems to work against the cherries.",1260921600
8,62608,7709,Petra Beer 8%,Malt Liquor,3/5,4/10,5/20,2/5,mjs,4/10,"(Can at FatPhil - courtesy of rosenbergh) Poured golden and clear with medium sized and white head. Aroma contained porridge, mildly grass and alcohol. Palate was medium bodied with medium carbonation. Flavours were malts, alcohol, sweetness, porridge and bitterness. Aftertaste contained alcohol and bitterness.",1268265600
6.5,5403,918,Einbecker Ur-Bock Dunkel,Dunkler Bock,3/5,5/10,15/20,3/5,Hazmatt,6/10,"Bottle. Amber color average head. Average beery aroma, some grainy aromas. Caramel malt flavor, some bready notes. Easy drinking, nothing to write home about.",1191628800
6.5,5403,918,Einbecker Ur-Bock Dunkel,Dunkler Bock,3/5,7/10,15/20,3/5,AR,7/10,"Dark, clear brown appearance. Sweet caramel flavor that lingers on the tongue. Medium body.",1282953600
6.5,5112,918,Einbecker Mai-Ur-Bock,Heller Bock,4/5,5/10,12/20,3/5,SpudClampDawg,7/10,"Bready aroma has a soft, sour undertone.  Great amber body with a uniform head.  Crisp and refreshing on the tongue, but the moderate hop bitterness is a bit skunky.  Notes of fruity apple and caramel malt body.  Probably better the fresher you can get it.",1134604800
7.5,95399,918,Einbecker Winter-Bock,Doppelbock,3/5,7/10,14/20,3/5,wekker84,7/10,bottle a dark brown colored beer with a tiny white head aroma roasted malts caramel spices some bitter taste roasted malts caramel spices some bitter and some fruits,1293494400
5.2,5408,918,Einbecker Spezial,Dortmunder/Helles,3/5,5/10,9/20,3/5,FrankJohansen,3/10,Bottle. Clear pale yellow colour wth a huge mostly lasting white dense german style head. Weak malty aroma with hoppy notes.,1185494400
4.9,5407,918,Einbecker Dunkel,Dunkel,4/5,7/10,16/20,4/5,crossovert,7/10,"Einbecker Schwarzbier. 11.2 oz green bottle.		Pop the top, it is only mildly skunky, but curse to the store who mishandled it.		Pours a nice ruby/brown with a foam off white head that dissipates decently quickly.		Smell is caramally and malty.		Taste is light, caramally, slightly bitter with a kiss of hops and overall just insanely drinkable. 		Like all Schwartzbiers and Dunkels, it is at the height of beer drinkability but I would take a Koestritzer over this.		Serving type: bottle		Reviewed on: 02-06-2010 02:28:41",1298246400
-,120407,1012,"Bavaria 0,0 Wit",Low Alcohol,3/5,6/10,11/20,3/5,liinis,6/10,hazy yellow-white with a big white head. Refreshing and light with citrus and banana. a bit watery. ok spiced.,1310083200
5,5159,1012,Hollandia,Pale Lager,3/5,4/10,11/20,2/5,Russo,5/10,"UPDATED: AUG 14, 2008 Little Bottle. I really enjoy this beer. Nice dark golden color with a nice white head, The flavor is refreshing and the nice bitterness at finish.	Muito boa Cerveja, Uma cor dourada escura com uma espuma de 2 dedos e pouco cremosa. Sabor refrescante e deliciosa, muito pouco amargo no final.",1178668800
5,38719,1012,Phoenix Lager,Pale Lager,2/5,4/10,6/20,2/5,Tranquillity,3/10,"Can, from Rhodes. Tine mellow aroma, normal lager looks. Taste... not much, but... ok as a lager.",1189900800
8.6,5588,1012,Bavaria 8.6,Strong Pale Lager/Imperial Pils,2/5,3/10,4/20,2/5,garthicus,2/10,"Thanks Harry (tongue firmly in cheek) shared with Blankboy. Yellow-gold colour, very very light colour, tiny almost nonexistant head. Here we go: Musty, damp, grassy flat aroma. Bitter, detergent, flat flavour!!! Down the toilet with you!",1205884800
8.8,13085,1012,Gordon Halloween Strong Red Beer,Strong Pale Lager/Imperial Pils,4/5,6/10,12/20,2/5,Papsoe,5/10,"(Bottle 33 cl) Beautiful, reddish amber colour with a delicate, creamy, beige head that leaveas a pretty curtain of laces. Aroma of malt and alcohol. Full-bodied with a very sugary sweetness. Some slightly perfumy, fruity notes are hiding in the flavour making this a rather unusual strong lager. Rather discreet bitterness. 240106",1138060800
4.7,85150,1012,Pirkka Lager,Pale Lager,3/5,4/10,9/20,3/5,armando629,4/10,"0,5 l can, bought in Auchan, Budars. Poured clear golden with a frothy head what diminishes quickly. Avarage aroma of a LAGER with sourish bottom fermenter-yeast, some weak malt, minimal hop. The flavor is similar as the aroma. Avarage with the boring character of a mass producted lager beer. Nothing exciting, another boring lager in the sea of its own kind.",1240531200
7.9,24690,1012,Bavaria 8.6 Red,Strong Pale Lager/Imperial Pils,4/5,3/10,3/20,1/5,Oakes,2/10,"Can, Legends Liquor Store, RichmondBeautiful reddish-amber, nice carbo.  Light head.  Light caramel nose.  Thick, sugary, caramelly with boozy undertone of cheap blended scotch.  Harsh alcohol finish...and this is mixing with icing sugar cloying.  Bleh.",1205020800
5,5571,1012,Bavaria Pilsener,Premium Lager,2/5,7/10,11/20,3/5,TheSmoothness,5/10,"Upon pouring developed a large white head that was mostly lasting, and a medium yellow hue.  The smell was heavily hoppy with a hint of honey.  In the palate it had a light to medim body with a slightly oily texture.  It had a slightly sweet taste but seemed mostly watered down.  This is an easy beer to drink, and I would recommend it if you plan on ""tossing back a few.""",1177459200
5,5571,1012,Bavaria Pilsener,Premium Lager,3/5,5/10,7/20,2/5,presario,4/10,Big head.  Bright clear pale yellow.  Sour lemony taste.  Soapy aftertaste.  Very little flavour.  Uninspired for the style.,1039132800
7.9,26985,1012,Bavaria 8.6 Special Blond Beer,Strong Pale Lager/Imperial Pils,3/5,6/10,9/20,2/5,Ober,4/10,"A clear golden colored beer, with a thick white head. The aroma of malty fruits, sweet and alcohol. The taste is sweet malts, fruits like citrus and alcohol. The aftertaste is sweet wit a little bitter.",1251849600
4.9,48092,5984,Tettnanger Kronen-Pils,Classic German Pilsener,3/5,7/10,13/20,2/5,pivnizub,6/10,"Bottle (kindly delivered by Quack-Duck !): Golden, some floaties visible, mid-sized, slowly collapsing white head; distinctive Tettnang hops in the grainy- ""oaky"" nose, moderate bitter-sweet flavour, rather light bodied; shorter hoppy and pale malty finish. all in all a mild, but aromatic Pils.........",1211414400
5,5197,8695,Granville Island Island Lager,Pale Lager,2/5,2/10,6/20,2/5,Sammy,4/10,"Not much to look at, pale to amber, or smell, tasted better than I thought. Malt and a creamy grainy mouthfeel. bitter aftertaste, modest hops. Thanks Mark for bringing back fresh produce in a cool canvas sampler pack.",1115251200
5,13710,8695,Granville Island English Bay Pale Ale,English Pale Ale,3/5,6/10,14/20,4/5,beaconstreet,6/10,"UPDATED: SEP 12, 2005 Very very fair.  I liked it, went well with conversation.  Not so bad on the afterbite either, but left a lingering feel that you wanted an IPA.  Hostel bar, where I didnt stay, Vancouver.",1125273600
6,46743,630,Twisted Pine Big Shot Espresso Stout,Sweet Stout,3/5,8/10,13/20,3/5,BarZigKin,7/10,"22oz bomber from Specs.  Poured a near opaque, brown highlit body with a quickly receding head and some lacing. Aromas of fresh coffee, cream, bitter cocoa, roasty and lightly sweet.  Flavors were espresso dominant, day old coffee, lightly bitter (coffee) an earthy.  Medium mouthfeel with light carbonation that was thinner than expected given the aromas and flavor.",1287792000
5.1,16063,630,Twisted Pine Raspberry Wheat Ale,Fruit Beer,3/5,7/10,14/20,3/5,Aubrey,6/10,"UPDATED: AUG 28, 2009 Hazy yellow-orange glow with a milky head. Raspberry nose, naturally. Light and creamy texture; decent carbonation. Soft and chewy malts were mildly sweet. A little raspberry sweetness, too, it seemed, but raspberry presence was mostly in the aroma -- with a little tartness in the flavor. Nip of perfume here and there. Happily, this beer wasnt overly sweet or overpowered with a raspberry infusion. However, it wasnt very complex, either. Although, its not really supposed to be. Simply, it was simple and refreshing, with good balance.",1073779200
5.1,46744,630,Twisted Pine Hoperation Amber,Spice/Herb/Vegetable,1/5,2/10,2/20,2/5,BeerBelcher,2/10,"Looks like Bud Light, with that mysterious juice thats left in the jalapeno jar added.  It even refracted light in that weird viscous way that left-over pickle juice does.  The smell is earthy.  I, having read the label, knew that it was peppers right away...so I asked my wife (pregnancy having given her the nose of a bloodhound) to give it a wiff.  She identified carrots, potatoes, and other fruits of the earth.  Nothing that belongs in a beer bottle, I assure you.		The flavor was, in a word, awful.  I cant say Ive had other chile beers, and this example will make me think twice before I do.  After this beer, the fact that I have a bottle of Rogue Chipotle in the fridge is terrifying.",1160870400
-,3677,630,Twisted Pine Cream Style Stout,Stout,3/5,6/10,15/20,3/5,wxman,7/10,"On tap at the 2010 Microfest in St. Louis.  Pours a dark opaque black with a minimal tan head.  Taste is roasted malt, slightly bitter coffee, and cocoa.  Very good, an enjoyable stout.",1272672000
7.6,145381,10033,Freetail Woodicus,Sour Ale/Wild Ale,4/5,8/10,16/20,3/5,kbutler1,8/10,"Bottle. Thanks to Caleb. Pours a light wheat golden color with a collared white head. Sweet aroma of pineapple, pear, apple, and ""whats this?"" toasted coconut?! As we all sampled this we all looked at each other and thought it smelled like a pina colada, but in a good way. Light/medium mouthfeel. Sweet and dry with the aforementioned flavors. Dry finish. Wasnt exactly what I was expecting but it was good. No real hardcore sourness.",1310342400
11,98895,10033,Freetail La Muerta,Imperial Stout,4/5,7/10,14/20,4/5,jcwattsrugger,8/10,"10-thanks jtclockwork for sharing-22oz bottle #321 of 450- pours a big brown head that disappears and black color.  Aroma is dark malt-chocolate/roasty/burnt, acidic.  Taste is sweet dark malt-dark chocolate/molasses/rosty/burnt, some fruit hops.",1309737600
4.6,132325,10033,Freetail Broken Vow,Premium Bitter/ESB,3/5,6/10,12/20,3/5,jtclockwork,6/10,"Draft at brewpub. Pours clear yellow. Nose and taste of pine, caramel malt and hops. Dryish finish. Slightly bitter.",1299024000
-,31137,1608,Lausitzer Radler-in,Fruit Beer,3/5,4/10,6/20,2/5,Maria,4/10,"Its light golden with an OK head. The aroma has notes of fresh lemon and light malt. The flavour has sweetness, notes of lemon soda, light malt and it ends on a rather dry note. Its OK, refreshing and easy to drink.",1223683200
7.5,31134,1608,Bergquell Strong Porter,Baltic Porter,3/5,5/10,12/20,2/5,rickgordon,5/10,Bottled. 	Dark brown. Rich maltiness but not any nuttiness to be found as in the Schwarzes Porter. Bock-like flavour with roasted malt but with a dominating alcohol-feel. Not so good but still not as bad as the Danish Elephant l.,1074816000
4.5,42895,2372,St. George Beer,Pale Lager,3/5,3/10,13/20,3/5,21iceman40,5/10,i love the fact that i just drank more calories than the entire population will drink in weeks.  not that bad though.,1231977600
6,78662,7591,Lizeaga Sidra Natural,Cider,4/5,6/10,14/20,4/5,3fourths,6/10,"nose - 	must: medium	apple: skin, bitter but bright		flavor - 	must: medium	apple: woody, raw, bold	bitterness: high	acid: medium-high	other: bright, fresh, but highly acidic and gritty (yeast)",1311897600
-,102709,10123,Manchester Conspiracy Theory Oatmeal Stout,Stout,3/5,8/10,15/20,3/5,cking,8/10,"""Amber body with a good sized head and supple lacing. Big, malty aroma with an inviting sweetness. Filling and flavorful. Plenty of caramel/toffee, biscuits, and sweetened fruits. Fairly robust for the style, went down great.""",1262995200
5.4,109150,8504,Charleville Explicit APA,American Pale Ale,4/5,5/10,10/20,4/5,markwise,5/10,"Thanks to Keir for this one as an extra.  Cheers, Keir!  Pours a caramel orange with a foamy white head.  Nose is caramel, slight background hops, and tropical fruit.  Flavor is slight caramel, slight citrus, apricot, and some tropical fruit.  Light in body with some mild hops in the finish.",1318636800
5.5,65515,2924,Lauterbacher Privat Anno 1651,Dortmunder/Helles,2/5,3/10,7/20,2/5,Koelschtrinker,3/10,"Wrziger Antrunk mit leichter Se, verhalten malzig. Im Mittelteil dagegen wssrig und leicht sauer, die Aromen sacken hier auf quasi 0 ab. Erst im Mittelteil kehren sie zurck, etwas herb, leicht wrzig, aber grundstzlich noch wssrig. Nicht gerade ein Spitzenprodut. 	Danke an Jevers Zeuge. 	 	Test vom 5.9.2007, Gebinde: Glasflasche 	Noten: 5,5,6,5,5,5 - 5,15",1307750400
4.6,30341,3192,Newby Wyke Black Squall,Porter,3/5,6/10,15/20,3/5,cgarvieuk,6/10,Deep black ... rich burnt roats malt nose ...again deep roast malts ... all in all a bit burnt and bitter,1220745600
4.5,13351,2460,Galbraith Bellringers Best Bitter,Premium Bitter/ESB,3/5,6/10,12/20,3/5,snuffla,7/10,"No evidence of the promised dry hopping on the nose for my money. Solid straight up and down bitter, some caramel malt. Finishes a little chalky. Decent pint, but the Bob Hudsons is the real star",1267747200
8.5,62807,6101,Troll Shangrila,Spice/Herb/Vegetable,4/5,6/10,14/20,4/5,Palme,6/10,"0.75l bottle @ RBNAG11. Pours a light clouded pale orange body with a small bubbly sidesticking head. The aroma is light peachy, tones of alcohol, apples, light sweet and some pineapple. Average carbonation level and a oily mouthfeel. Some distinct tones of alcohol in the flavor, caramel, dry tannin-tones and some light sour hints in the light spicy finish. Strange stuff, and I not really sure what to think of it.",1320019200
7.4,67824,6101,Troll Stella di Natale 2010,Smoked,3/5,6/10,13/20,3/5,fonefan,6/10,"<b>Bottle 75cl.</b>Clear medium amber orange color with a average to large, frothy, good lacing, mostly lasting, off-white head. Aroma is moderate malty, orange, strawberrys, peat - rubber. Flavor is moderate to light heavy sweet and light to moderate bitter with a long to average duration. Body is medium, texture is oily, carbonation is soft. (060808)",1229817600
6.3,15650,4303,Rock Bottom Indianapolis Sugar Creek Pale,American Pale Ale,3/5,6/10,14/20,3/5,Block,6/10,"Probably the best of their selection. Hoppy aroma with a nice bitter flavor. Some lingering bitterness. Not too strong, pretty mellow.",1282176000
5,14134,2514,Thirsty Dog Hoppus Maximus,Amber Ale,2/5,2/10,7/20,2/5,cheapdark,3/10,"On tap at the Trivia Pub in Moon.  Hey, this is confusing; wouldnt a beer called hoppus maximus that contains the most hops be an IPA at least?  I havent had this before because I thought it was an IPA from the name.  Once poured this has a big bubbles head.  Darker yellow color, slightly darker than the ubiquitous american pale ale.  This is just a little hazy, but it does have the appearance of an IPA.  Barely any aroma at all but what I do smell is hops. Head fades to a froth. The first taste is IPA all the way.  Amber ale?  Too hoppy for an amber ale.  A little too much medicine bitter quality for for my girlie taste buds.  I have tasted many IPAs that were less hoppy than this.  Finish is too IPA - ish to be enjoyable, especially since I dont like the IPA style. Great Divide Ridgeline Amber Ale (Arapahoe Amber)	 is much better than this.",1172188800
11,101340,2514,Thirsty Dog Belgian Imperial Stout,Imperial Stout,4/5,7/10,14/20,3/5,Dogbrick,7/10,"Cask version at Winking Lizards 1st Annual Real Ale Fest (03/28/09): This brew pours nearly black with some ruby highlights and a medium foamy beige head that diminishes steadily. Stringy lacing on the glass. Roasted malt and yeast in the nose. Medium to full body with a predominantly yeasty character, along with notes of roasted malt and coffee. The finish is clean and yeasty with a chocolate malt aftertaste. Overall an interesting hybrid but the Cerberus side far outweighs the Siberian Night side.",1238630400
-,141542,2514,Thirsty Dog Bourbon Barrel Aged Wee Heavy,Scotch Ale,4/5,7/10,16/20,4/5,Dogbrick,8/10,"Cask version at Winking Lizards 3rd Annual Real Ale Fest (03/26/11): This beer is a murky reddish brown color with a minimal off-white head that disappears quickly. Spotty lacing. Aroma of dark fruit, malt and oak. Rich, syrupy body with flavors of earthy malt, fruit, caramel and oak. The finish is oaky vanilla with a lingering bourbon aftertaste. Pretty good  overall.",1301356800
5.7,13613,2514,Thirsty Dog Old Leghumper,Porter,4/5,7/10,14/20,3/5,bb,7/10,Bottle. Dark mahogony beer with a tan head. Malt and light roast aroma with light chocolate. Malt and toffee flavor with roast and light coffee. Medium bodied. Malt and toffee lingers with coffee.,1312848000
5.7,13613,2514,Thirsty Dog Old Leghumper,Porter,4/5,6/10,14/20,3/5,edden,6/10,"UPDATED: OCT 5, 2003 10/4/03:  bottle.   coffee and chocolate malt nose.  opaque black-brown body.  very flat looking with no head or lacing.  deep, burnt malt flavor with hints of smokiness, chocolate and coffee.  robust and full flavored with a slightly sweet-sour finish.",1065225600
9.7,14138,2514,Thirsty Dog Siberian Night Imperial Stout,Imperial Stout,5/5,9/10,19/20,5/5,YourDarkLord,9/10,"EXCELLENT!!! Thanks, Secret Santa!!! This pours like 10W40, and I mean that in the best way.  Frothy, ample brown head.  A visual delight.  Aroma of dark roasted coffee laced with Dutch chocolate.  Full bodied, it caresses the tongue with its creamy, smooth elixir.  The flavor is of that same chocolate spiked, dark roasted coffee.  Got to be one of my favorite stouts now.  Fanfriggentastic.  To my Secret Santa, a standing ovation.  Mille Grazie, Merci mille fois, Danke Schn, Tusen Takk, Domo Arigato, Muches Graias, Spasibo, Go Raibh Maith Agat, and THANKS!!!",1090108800
9.7,14138,2514,Thirsty Dog Siberian Night Imperial Stout,Imperial Stout,4/5,8/10,16/20,4/5,aplusbreaks,8/10,"12oz Bottle thanks to BlackForestCO.   Pours black with a nice tan head, decent retention and lacing.  Aromas of rich chocolate, some coffee, licorice and roasted malts.  Flavors of coffee, chocolate, toffee, and roasted malts.  Palte is rich and velvety.  A very nice impy here.  Thanks again Jake.",1233446400
9.7,14138,2514,Thirsty Dog Siberian Night Imperial Stout,Imperial Stout,4/5,9/10,19/20,5/5,cking,9/10,"UPDATED: DEC 15, 2007 Rated 1/17/06:  I first had this on tap at their brewpub many years ago and really enjoyed it. Luckily its readily available at most local stores. This is one of the finest crafted imperial stouts that I have had the pleasure of drinking, and it continues to be one of my favorites. Pours a pitch black color with a large collapsing head and spider web-like lacing. The aroma is rich with strong coffee, burnt molasses, and chocolate. The taste is complimented by the aroma and is fairly complex. Nutty with a ton of dark, bitter chocolate and roasted grains. Caramel and molasses bring about a balancing sweetness. There is also a nice milky quality that creeps through. Deep layers with hints of dark cherries and some port wine. Finishes strong and smooth which I like in a stout. The aftertaste sticks with you for a while on this one. Fresh or aged this beer always drinks with great ease. The high alcohol presence makes itself known but is not offensive. Always been a top notch brew, its fantastic in all regards.",1178755200
-,48537,2514,Thirsty Dog Rye ESB Anniversary Ale,Premium Bitter/ESB,4/5,8/10,16/20,4/5,Tmoney99,8/10,Draft at brewpub. I have had before at pub with an AKA of Karma. Dark amber with large head. Complex good aroma that was well worth the brew alone. Medium to full body. Good flavor that was also well balanced of malt and rye with medium bitter finish. Very good brew.,1120953600
10,82626,2514,Thirsty Dog Cerberus 10 Dog Ale,Abbey Tripel,4/5,7/10,12/20,4/5,BelgianBeerGal,6/10,12oz traded bottle. Pours a slightly hazy orange-brown color with a small white head. No lacing. Sweet tangerine-like aroma with Belgian yeast. Really strong flavor with a touch too much sugar and alcohol for me. Okay just not my fave tripel.,1294704000
-,155199,13107,Woodman Rye Porter,Porter,3/5,7/10,15/20,3/5,nuplastikk,7/10,"12oz bottle.  Unfiltered orange-black, thin beige head.  Medium bodied, lots of chewy malt tones, this is a pretty solid Porter.  Rich malt tones, thick gingerbread toffee rye.  The flavors come together rather well, but the overall mouthfeel is a little too lively and lacks subtlety and depth.  Sessionable like a good Porter, a nice addition to the WI beer landscape.",1317254400
4.5,102022,1814,Poretti Chiara Originale,Pale Lager,3/5,6/10,6/20,3/5,TorpyBeerLover,6/10,A great classic Italian beer with strong notes of and pleasant after taste of  barley,1305417600
-,65089,1306,Colonial Pub Pints Brown Ale,Brown Ale,3/5,5/10,11/20,3/5,Beardface,5/10,"A little shocked this beer is only ranked in the 10th percentile, I even drank it head to head with Surly Bender and while it pales in comparison to that brew I would not say it is 83 percentage points worse. A little too over carbonated and a strange palate to it, but not a terrible brew all in all.",1231459200
6.8,95188,1306,21st Amendment Back in Black,Black IPA,4/5,8/10,15/20,4/5,AndyReynolds,8/10,"Draft at the Cincy Winter Beerfest.  Aroma is very hoppy with a roasted malt backbone.  Notes of coffee, dark chocolate, and citrus stand out.  Palte is smooth and complex.  Flavor is bitter and dry.  I am impressed with this beer.  It really combines an IPA with an Imperial Stout.  Most black IPAs that I have tried have really just been a dark colored IPA, but with this beer, I could really pull out the roasted malts.  Very complex.",1297555200
6.8,95188,1306,21st Amendment Back in Black,Black IPA,3/5,7/10,15/20,4/5,michael-pollack,7/10,"Draught at TJs:  Aroma of hops, grapefruit, and tangerine.  Poured amber in color with a medium-sized, off-white head that diminished but lasted throughout.  Clear.  Sparkling.  Very good laving.  Flavor is medium bitter and lightly sweet.  Tastes of hops, crystal malts, light pine, grapefruit, and light caramel.  Medium body.  Lightly dry texture.  Average carbonation.  Bitter, dry, hop finish.",1254268800
5,9778,1306,Lawson Creek Red Ale,Amber Ale,2/5,5/10,12/20,2/5,jimmack34,5/10,"12 oz bottle.  Pours nice amber color.  Head was beige and fizzy.  Smell was very malty.  Taste was more malt than hops.  I like my red ale to be more hoppy, but this isnt the worst.",1236038400
5.5,8187,1306,21st Amendment Hell or High Watermelon Wheat,Fruit Beer,4/5,5/10,12/20,2/5,dbarnold,6/10,"from wholefoods in VA.  Pours foggy, standard hefe, mild nose or light wheat, some watermelon.  Palate is mildly watermelon, slightly sweet, decent overall wheat taste.  Well made beer, i just dont tend toward sweet hefes.",1261353600
5.5,8187,1306,21st Amendment Hell or High Watermelon Wheat,Fruit Beer,4/5,5/10,11/20,3/5,italianjohn,5/10,Hazy golden pour thin white head .... aroma of light watermelow and mostly wheat .... taste is wheaty with light watermelon mostly wheaty with a little malt ... medium bodied meh,1308441600
-,9641,1306,Durango Light,Pale Lager,3/5,5/10,5/20,2/5,turbo,5/10,"Not bad at all for a filler. Cool can.	Can poured yellow with a small white head and heavy carbonation .	Light aroma of corn.	Flavor is corn, a little cardboard and a metalic finish.	Like I said ""not bad for a filler beer"" and thats just what Im using it foor as I mow the lawn.",1110153600
-,8487,1306,Aspen Meadow Vanilla Cream Stout,Sweet Stout,4/5,7/10,16/20,4/5,THE BEER BARON,8/10,Tastes similar to Cream soda.  Good Stout.,995328000
7,8189,1306,21st Amendment Brew Free or Die IPA,India Pale Ale &#40;IPA&#41;,4/5,7/10,14/20,3/5,hirigalzkar,7/10,"Can. A little bit of everything really, altough not in perfect balance. Easy to drink.",1253577600
7,8189,1306,21st Amendment Brew Free or Die IPA,India Pale Ale &#40;IPA&#41;,3/5,7/10,13/20,3/5,npdempse,6/10,"Clear, light copper color, small white head. 	Citric hop nose with some toffee sweetness. Explosive grapefruity hop flavor with some astringent pine resin impressions. Any malt flavor is kind of a musty afterthought.",1101427200
3.2,11445,1306,Lawson Creek Vanilla Cream Stout,Sweet Stout,2/5,1/10,2/20,1/5,IneedAbuheer,1/10,"This stuff was way too sweet for me and was undrinkable, so it has to be at the bottom of my list.  Not sure if this brewer was going for a bad creme soda taste in a beer bottle, but they succeeded - the vanilla completely overpowers any beer attempt here.  I had to do the ultimate taboo and poured this one out before I got sick.",1022889600
3.2,31314,1306,Gluek Stite Light Lager,Pale Lager,2/5,2/10,3/20,2/5,badgerben,1/10,"To be fair, it did not taste terrible.  It had little taste, and what was there was not on the good side (more like rotten corn), it could be worse.  Thats not a ringing endorsement; dont even bother.  Its not worth the rate.",1099180800
9.7,84021,1306,21st Amendment Hop Crisis&#033;,Imperial/Double IPA,4/5,8/10,16/20,4/5,TomDecapolis,8/10,"Tap at maxs.  Pours a hazy orange with a smaller bubbly white head that laced.  Aroma of caramel malt, pine, grapefruit and floral notes.  Flavor of grapefruit, pine, caramel, floral hop notes and nice and dry over all.",1287273600
8.3,100023,1306,21st Amendment Monks Blood,Belgian Strong Ale,3/5,8/10,16/20,4/5,Suttree,8/10,"I;m gonna be honest here. This was the last beer of the night and frankly, my notes are pretty much illegible. I  can pick up up that the review was largely positive, and I also seemed to express amazement that this came from a can. I seemed to have picked up some coffee, toffee, and beghelad. Also some whiksy, which I assume to be whiskey. Thanks to Secret Sant for this one.		Oh, and if anyone knows what beghelad is, drop me a line. Id like to know.",1266710400
-,14626,1306,St. Johnsbury Porter,Porter,3/5,4/10,11/20,2/5,mjg74,6/10,"UPDATED: FEB 22, 2007 Notes from 98. Straight from the bottle. Good porter for the price. Slight roasted flavor. This was purchased in a 16oz. bottle I believe. It was not from the Beers of the world thing. I picked this up at Vons on Aero Dr.",1117065600
4.4,68817,1306,21st Amendment Bitter American,American Pale Ale,3/5,7/10,14/20,3/5,maniac,7/10,On tap at Mekong on 09/30/2010 as 21st Amendment Bitter. Somewhat hazy golden orange body with a medium creamy off-white head. Sweet floral and light piney aroma. Sweet floral and light eartyhy flavor. Medium light body with moderate carbonation.,1299024000
5.2,35318,4826,Main Street Black Roots Blonde,Golden Ale/Blond Ale,2/5,5/10,10/20,2/5,Volgon,5/10,"RBSG 2004 on tap at the brewpub:  Grass and malts in the aroma, clear yellow color, start and ends lightly sweet, watery mouthfeel.",1092182400
5.5,36065,4254,Walkabout Workers Pale Ale,American Pale Ale,3/5,6/10,14/20,3/5,andyhwcinc,6/10,"Purchased in bomber form in Portland, OR, enjoyed in Seattle on vacation.  Appearance is a cloudy gold with a thin white head.  Aroma is an equal balance of malt & hop.  Taste is an equal balance of hops & malt, kinda thin.  Its just OK.",1278028800
5.1,89106,17,Samuel Smiths Organic Raspberry Fruit Beer,Fruit Beer,4/5,7/10,12/20,4/5,satan165,7/10,"pour is dark translucent maroon. aroma is of pure delectable raspberry jam with twist of orange essence to boot. flavor is overpowering raspberry with any beer like elements stomped to death by a melee of fruit. palate is the star, while sticky an off note reminiscent nearly of raspberry seeds saves things to an extent.",1258070400
5.1,84805,17,Samuel Smiths Organic Strawberry Fruit Beer,Fruit Beer,3/5,3/10,8/20,3/5,BnMBrewCrew,4/10,"Aroma - how to describe this? so many sensations!  Oh wait, theres only one: strawberry jam!  and not some quality homemade strawberry jam.  the poor grocery brand that smells artificial.  Smells like a strawberry fruit roll up.		Appearance - cloudy amber with minimal head		Taste - Like the bottle says, strawberry.  The flavor is strawberry jam with hints of beer rather than the other way around.  It is a struggle to get through a whole glass of it because of its strawberry taste, and I love strawberrys.  Also present in the taste are strawberrys, and more strawberry jam.   		Palate - At least it doesnt feel like strawberrys!  Creamy slick texture, light body, soft carbonation with a abrupt finish.		Overall - We must add a caveat here.  If you are looking to drink strawberry jam or sickly sweet is your kind of flavor profile then this beer is right up your alley. This is a beer that had strawberry added to it while, to our dismay, we were hoping for a beer brewed with strawberry and infused with hints of it.",1273449600
5,86,17,Samuel Smiths India Ale,Premium Bitter/ESB,3/5,7/10,14/20,3/5,Hansen,7/10,"Fine ipa. Light yellow, ok head. Nice hop, flower and bitterness. Malty to lift the bitterness.",1079827200
5,86,17,Samuel Smiths India Ale,Premium Bitter/ESB,3/5,7/10,13/20,3/5,MilkmanDan,6/10,"Certainly not a hopmonster IPA.  Nice golden color, moderate head.  Taste is primarily of nuttiness in the malts.  Hops are flowery, and not particularly prevalent.",1011225600
5,86,17,Samuel Smiths India Ale,Premium Bitter/ESB,3/5,6/10,15/20,4/5,zappafan99,4/10,"Taste 9/8 Bottle (date?) Looks: Copper, nice foam. Aroma: Biscuit, some hops floral and sweetness(malt?). Taste: Light to medium bodied. Refreshing, a little like sweet lemon tea. The finish does hang a while. The initial taste is a little lacking for me. Starts poorly, finishes well.",1220572800
